Package Name,Class Name,LOC,NOM,WMC,NOF,FAN-IN,FAN-OUT,LCOM
org.apache.roller.weblogger.ui.rendering.util.cache,PlanetCache,120,8,24,7,2,7,0.25
org.apache.roller.weblogger.ui.rendering.util.cache,SaltCache,55,6,10,4,5,6,0.3333333333333333
org.apache.roller.weblogger.ui.rendering.util.cache,SiteWideCache,234,18,53,6,4,18,0.1666666666666666
org.apache.roller.weblogger.ui.rendering.util.cache,WeblogCacheWarmupJob,67,4,10,2,0,9,0.5
org.apache.roller.weblogger.ui.rendering.util.cache,WeblogFeedCache,103,7,21,5,3,7,0.2857142857142857
org.apache.roller.weblogger.ui.rendering.util.cache,WeblogPageCache,132,8,30,5,3,7,0.25
org.apache.roller.weblogger.ui.rendering.util,InvalidRequestException,11,2,2,0,0,0,-1.0
org.apache.roller.weblogger.ui.rendering.util,ModDateHeaderUtil,64,3,8,1,7,3,1.0
org.apache.roller.weblogger.ui.rendering.util,ParsedRequest,53,9,11,5,1,4,0.2222222222222222
org.apache.roller.weblogger.ui.rendering.util,PlanetRequest,66,8,13,7,2,0,0.0
org.apache.roller.weblogger.ui.rendering.util,WeblogCommentRequest,116,16,27,9,1,4,0.125
org.apache.roller.weblogger.ui.rendering.util,WeblogEntryCommentForm,78,20,20,8,3,2,0.15
org.apache.roller.weblogger.ui.rendering.util,WeblogFeedRequest,132,18,30,10,12,6,0.1111111111111111
org.apache.roller.weblogger.ui.rendering.util,WeblogMediaResourceRequest,54,7,11,3,1,0,0.4285714285714285
org.apache.roller.weblogger.ui.rendering.util,WeblogPageRequest,265,30,57,15,10,9,0.0666666666666666
org.apache.roller.weblogger.ui.rendering.util,WeblogPreviewRequest,90,14,21,7,2,6,0.2857142857142857
org.apache.roller.weblogger.ui.rendering.util,WeblogPreviewResourceRequest,47,8,11,3,1,3,0.5
org.apache.roller.weblogger.ui.rendering.util,WeblogRequest,123,13,29,6,14,2,0.1538461538461538
org.apache.roller.weblogger.ui.rendering.util,WeblogResourceRequest,40,5,8,2,1,1,0.6
org.apache.roller.weblogger.ui.rendering.util,WeblogSearchRequest,71,10,16,6,4,4,0.2
org.apache.roller.weblogger.ui.rendering.util,WeblogTrackbackRequest,108,14,25,8,1,3,0.1428571428571428
org.apache.roller.weblogger.ui.rendering.util,CommentValidatorTest,58,6,7,4,0,7,0.0
org.apache.roller.weblogger.ui.rendering.util.mobile,Device,20,3,3,0,3,0,-1.0
org.apache.roller.weblogger.ui.rendering.util.mobile,DeviceResolver,10,1,1,0,1,0,-1.0
org.apache.roller.weblogger.ui.rendering.util.mobile,DeviceUtils,38,3,4,1,3,2,0.0
org.apache.roller.weblogger.ui.rendering.util.mobile,LiteDevice,37,6,6,4,1,0,0.0
org.apache.roller.weblogger.ui.rendering.util.mobile,LiteDeviceResolver,114,9,26,7,0,1,0.0
org.apache.roller.weblogger.ui.rendering.util.mobile,MobileDeviceRepository,44,2,7,0,1,3,-1.0
org.apache.roller.weblogger.ui.rendering.velocity,RollerResourceLoader,68,4,10,1,0,4,0.75
org.apache.roller.weblogger.ui.rendering.velocity,RollerVelocity,65,5,5,3,1,1,0.0
org.apache.roller.weblogger.ui.rendering.velocity,ThemeResourceLoader,80,4,12,1,0,5,0.75
org.apache.roller.weblogger.ui.rendering.velocity,VelocityRenderer,86,3,6,6,0,4,0.0
org.apache.roller.weblogger.ui.rendering.velocity,VelocityRendererFactory,33,1,4,1,0,4,0.0
org.apache.roller.weblogger.ui.rendering.velocity,WebappResourceLoader,157,5,30,4,0,1,0.0
org.apache.roller.weblogger.ui.struts2.admin,CacheInfo,50,10,11,2,0,2,0.5
org.apache.roller.weblogger.ui.struts2.admin,CreateUserBean,125,28,28,13,2,3,0.0714285714285714
org.apache.roller.weblogger.ui.struts2.admin,GlobalCommentManagement,218,21,36,8,0,9,0.238095238095238
org.apache.roller.weblogger.ui.struts2.admin,GlobalCommentManagementBean,119,22,30,8,1,2,0.3181818181818182
org.apache.roller.weblogger.ui.struts2.admin,GlobalConfig,197,19,36,9,0,11,0.2105263157894736
org.apache.roller.weblogger.ui.struts2.admin,PingTargetBean,35,8,8,3,1,1,0.0
org.apache.roller.weblogger.ui.struts2.admin,PingTargetEdit,99,9,18,3,0,4,0.4444444444444444
org.apache.roller.weblogger.ui.struts2.admin,PingTargets,140,15,20,4,0,3,0.2666666666666666
org.apache.roller.weblogger.ui.struts2.admin,UserAdmin,33,8,8,2,0,2,0.875
org.apache.roller.weblogger.ui.struts2.admin,UserEdit,193,15,41,4,0,8,0.3333333333333333
org.apache.roller.weblogger.ui.struts2.ajax,CommentDataServlet,86,4,8,0,0,8,-1.0
org.apache.roller.weblogger.ui.struts2.ajax,ThemeDataServlet,55,2,7,0,0,3,-1.0
org.apache.roller.weblogger.ui.struts2.ajax,UserDataServlet,66,1,7,2,0,5,0.0
org.apache.roller.weblogger.ui.struts2.core,CreateWeblog,107,8,18,3,0,10,0.5
org.apache.roller.weblogger.ui.struts2.core,CreateWeblogBean,54,14,14,7,1,0,0.5
org.apache.roller.weblogger.ui.struts2.core,Install,170,15,26,10,0,4,0.4666666666666667
org.apache.roller.weblogger.ui.struts2.core,Login,37,7,9,2,0,0,0.5714285714285714
org.apache.roller.weblogger.ui.struts2.core,MainMenu,77,11,11,3,0,4,0.6363636363636364
org.apache.roller.weblogger.ui.struts2.core,OAuthAuthorize,56,8,9,4,0,1,0.625
org.apache.roller.weblogger.ui.struts2.core,OAuthKeys,63,8,12,3,0,4,0.75
org.apache.roller.weblogger.ui.struts2.core,Profile,113,8,24,3,0,4,0.375
org.apache.roller.weblogger.ui.struts2.core,ProfileBean,100,24,24,11,2,1,0.1666666666666666
org.apache.roller.weblogger.ui.struts2.core,Register,269,21,53,8,2,9,0.1904761904761904
org.apache.roller.weblogger.ui.struts2.core,Setup,86,15,15,6,0,4,0.2666666666666666
org.apache.roller.weblogger.ui.struts2.editor,BookmarkBean,62,14,14,6,1,1,0.0
org.apache.roller.weblogger.ui.struts2.editor,BookmarkEdit,88,12,17,4,0,5,0.25
org.apache.roller.weblogger.ui.struts2.editor,Bookmarks,197,20,37,7,0,5,0.1
org.apache.roller.weblogger.ui.struts2.editor,BookmarksImport,89,9,13,6,0,4,0.5555555555555556
org.apache.roller.weblogger.ui.struts2.editor,Categories,35,6,6,2,0,3,0.5
org.apache.roller.weblogger.ui.struts2.editor,CategoryBean,44,10,10,4,1,1,0.0
org.apache.roller.weblogger.ui.struts2.editor,CategoryEdit,92,10,18,3,0,6,0.4
org.apache.roller.weblogger.ui.struts2.editor,CategoryRemove,104,14,19,5,0,5,0.2857142857142857
org.apache.roller.weblogger.ui.struts2.editor,Comments,274,22,49,9,0,14,0.1818181818181818
org.apache.roller.weblogger.ui.struts2.editor,CommentsBean,132,24,33,10,1,2,0.3333333333333333
org.apache.roller.weblogger.ui.struts2.editor,Entries,143,15,25,6,0,8,0.3333333333333333
org.apache.roller.weblogger.ui.struts2.editor,EntriesBean,105,21,24,8,1,2,0.0952380952380952
org.apache.roller.weblogger.ui.struts2.editor,EntryAddWithMediaFile,95,10,15,5,0,4,0.3
org.apache.roller.weblogger.ui.struts2.editor,EntryBean,281,48,58,21,2,5,0.0
org.apache.roller.weblogger.ui.struts2.editor,EntryEdit,342,28,62,4,0,20,0.3928571428571428
org.apache.roller.weblogger.ui.struts2.editor,EntryRemove,76,9,12,3,0,6,0.4444444444444444
org.apache.roller.weblogger.ui.struts2.editor,FolderBean,26,6,6,2,1,1,0.0
org.apache.roller.weblogger.ui.struts2.editor,FolderEdit,94,12,18,5,0,5,0.25
org.apache.roller.weblogger.ui.struts2.editor,Maintenance,67,5,5,1,0,5,0.6
org.apache.roller.weblogger.ui.struts2.editor,MediaFileAdd,210,21,37,9,0,9,0.1428571428571428
org.apache.roller.weblogger.ui.struts2.editor,MediaFileBase,168,18,25,7,0,5,0.1666666666666666
org.apache.roller.weblogger.ui.struts2.editor,MediaFileBean,189,32,32,15,3,1,0.0
org.apache.roller.weblogger.ui.struts2.editor,MediaFileEdit,146,15,20,6,0,5,0.2
org.apache.roller.weblogger.ui.struts2.editor,MediaFileImageChooser,128,13,19,5,0,4,0.3076923076923077
org.apache.roller.weblogger.ui.struts2.editor,MediaFileImageDim,31,4,4,2,0,4,0.5
org.apache.roller.weblogger.ui.struts2.editor,MediaFileSearchBean,141,20,37,10,1,2,0.0
org.apache.roller.weblogger.ui.struts2.editor,MediaFileView,309,37,52,15,0,7,0.1081081081081081
org.apache.roller.weblogger.ui.struts2.editor,MemberResign,39,5,5,1,0,3,1.0
org.apache.roller.weblogger.ui.struts2.editor,Members,100,7,21,2,0,5,0.0
org.apache.roller.weblogger.ui.struts2.editor,MembersInvite,101,8,16,3,0,6,0.375
org.apache.roller.weblogger.ui.struts2.editor,Pings,172,17,30,5,0,8,0.1764705882352941
org.apache.roller.weblogger.ui.struts2.editor,StylesheetEdit,266,16,32,6,0,5,0.125
org.apache.roller.weblogger.ui.struts2.editor,TemplateEdit,122,10,20,3,0,4,0.3
org.apache.roller.weblogger.ui.struts2.editor,TemplateEditBean,162,33,39,16,1,3,0.1212121212121212
org.apache.roller.weblogger.ui.struts2.editor,Templates,199,17,37,6,0,4,0.1764705882352941
org.apache.roller.weblogger.ui.struts2.editor,ThemeEdit,166,16,28,8,0,10,0.1875
org.apache.roller.weblogger.ui.struts2.editor,WeblogConfig,118,14,22,6,0,10,0.2142857142857142
org.apache.roller.weblogger.ui.struts2.editor,WeblogConfigBean,236,52,54,26,1,1,0.0384615384615384
org.apache.roller.weblogger.ui.struts2.editor,WeblogRemove,34,3,3,1,0,2,1.0
org.apache.roller.weblogger.ui.struts2.pagers,CommentsPager,48,6,9,4,2,1,0.0
org.apache.roller.weblogger.ui.struts2.pagers,EntriesPager,48,6,9,4,1,1,0.0
org.apache.roller.weblogger.ui.struts2.pagers,MediaFilePager,37,6,6,3,1,0,0.0
org.apache.roller.weblogger.ui.struts2.util,KeyValueObject,25,6,6,2,0,0,0.3333333333333333
org.apache.roller.weblogger.ui.struts2.util,UIAction,245,55,65,10,4,11,0.4181818181818181
org.apache.roller.weblogger.ui.struts2.util,UIActionInterceptor,39,1,7,2,0,4,0.0
org.apache.roller.weblogger.ui.struts2.util,UIActionPreparable,6,1,1,0,1,0,-1.0
org.apache.roller.weblogger.ui.struts2.util,UIActionPrepareInterceptor,21,1,4,2,0,1,0.0
org.apache.roller.weblogger.ui.struts2.util,UISecurityEnforced,23,4,4,0,1,0,-1.0
org.apache.roller.weblogger.ui.struts2.util,UISecurityInterceptor,57,1,16,2,0,8,0.0
org.apache.roller.weblogger.ui.struts2.util,UIUtils,35,5,6,2,1,0,1.0
org.apache.roller.weblogger.ui.struts2.util,LocaleComparator,9,1,2,0,0,0,-1.0
org.apache.roller.weblogger.ui.struts2.util,UIActionTest,29,3,3,0,0,1,-1.0
org.apache.roller.weblogger.ui.tags,StringTagSupport,83,7,10,1,0,0,0.0
org.apache.roller.weblogger.ui.tags,TruncateNicelyTag,103,11,18,3,1,1,0.1818181818181818
org.apache.roller.weblogger.ui.tags,WordWrapTag,151,12,24,4,1,1,0.1666666666666666
org.apache.roller.weblogger.util,Bannedwordslist,322,15,47,8,4,3,0.2
org.apache.roller.weblogger.util,BannedwordslistChecker,62,5,10,0,3,6,-1.0
org.apache.roller.weblogger.util,GenericThrottle,83,3,14,6,1,4,0.0
org.apache.roller.weblogger.util,ClientInfo,4,0,0,2,1,0,-1.0
org.apache.roller.weblogger.util,HTMLSanitizer,348,16,66,17,9,2,0.1875
org.apache.roller.weblogger.util,SanitizeResult,10,0,0,5,1,0,-1.0
org.apache.roller.weblogger.util,I18nMessages,136,11,15,4,14,2,0.0
org.apache.roller.weblogger.util,I18nUtils,38,1,11,0,3,0,-1.0
org.apache.roller.weblogger.util,IPBanList,100,10,18,5,4,2,0.3
org.apache.roller.weblogger.util,ModifiedFile,13,3,3,1,1,0,0.0
org.apache.roller.weblogger.util,LinkbackExtractor,242,12,44,16,2,1,0.1666666666666666
org.apache.roller.weblogger.util,LinkbackCallback,102,4,23,3,0,0,0.0
org.apache.roller.weblogger.util,LRUCache2,102,14,20,6,2,2,0.2142857142857142
org.apache.roller.weblogger.util,Environment,3,1,1,0,1,0,-1.0
org.apache.roller.weblogger.util,DefaultEnvironment,5,1,1,0,0,0,-1.0
org.apache.roller.weblogger.util,CacheEntry,14,3,3,2,1,0,0.0
org.apache.roller.weblogger.util,LRULinkedHashMap,10,2,2,1,0,0,0.0
org.apache.roller.weblogger.util,MailUtil,421,11,60,2,7,16,0.2727272727272727
org.apache.roller.weblogger.util,MailingException,8,1,1,0,0,0,-1.0
org.apache.roller.weblogger.util,MediacastException,28,6,6,2,0,0,0.0
org.apache.roller.weblogger.util,MediacastResource,38,8,8,3,2,0,0.0
org.apache.roller.weblogger.util,MediacastUtil,50,2,5,5,1,1,1.0
org.apache.roller.weblogger.util,PasswordUtility,188,8,23,0,1,2,-1.0
org.apache.roller.weblogger.util,Reflection,37,6,10,0,14,2,-1.0
org.apache.roller.weblogger.util,RollerMessages,72,17,19,4,22,0,0.1764705882352941
org.apache.roller.weblogger.util,RollerMessage,20,5,5,2,4,0,0.0
org.apache.roller.weblogger.util,StandaloneWebappClassLoader,35,4,5,1,1,1,0.0
org.apache.roller.weblogger.util,Trackback,110,3,11,3,1,6,0.0
org.apache.roller.weblogger.util,TrackbackNotAllowedException,8,1,1,0,0,0,-1.0
org.apache.roller.weblogger.util,URLUtilities,69,6,12,0,20,1,-1.0
org.apache.roller.weblogger.util,Utilities,756,43,110,23,49,3,0.6511627906976745
org.apache.roller.weblogger.util,WSSEUtilities,48,4,4,0,2,1,-1.0
org.apache.roller.weblogger.util,BannedwordslistTest,31,7,7,2,0,1,0.2857142857142857
org.apache.roller.weblogger.util,IPBanListTest,60,9,9,3,0,1,0.0
org.apache.roller.weblogger.util,LinkbackExtractorTest,12,1,1,0,0,1,-1.0
org.apache.roller.weblogger.util,LRUCache2Test,61,4,4,1,0,2,0.0
org.apache.roller.weblogger.util,TestEnvironment,6,1,1,1,1,1,0.0
org.apache.roller.weblogger.util,UtilitiesTest,29,4,4,0,0,1,-1.0
org.apache.roller.weblogger.util.cache,Cache,29,6,6,0,11,0,-1.0
org.apache.roller.weblogger.util.cache,CachedContent,71,8,13,5,7,1,0.25
org.apache.roller.weblogger.util.cache,CacheFactory,6,1,1,0,1,0,-1.0
org.apache.roller.weblogger.util.cache,CacheHandler,21,8,8,0,1,8,-1.0
org.apache.roller.weblogger.util.cache,CacheManager,165,15,31,5,32,12,0.2
org.apache.roller.weblogger.util.cache,ExpiringCacheEntry,37,5,6,3,5,0,0.0
org.apache.roller.weblogger.util.cache,ExpiringLRUCacheFactoryImpl,35,2,3,1,0,1,1.0
org.apache.roller.weblogger.util.cache,ExpiringLRUCacheImpl,40,4,7,2,0,2,0.5
org.apache.roller.weblogger.util.cache,LazyExpiringCacheEntry,31,4,5,2,2,0,0.0
org.apache.roller.weblogger.util.cache,LRUCacheFactoryImpl,28,2,3,1,0,1,1.0
org.apache.roller.weblogger.util.cache,LRUCacheImpl,77,10,12,8,0,1,0.0
org.apache.roller.weblogger.util.cache,LRULinkedHashMap,10,2,2,1,0,0,0.0
org.apache.roller.weblogger,WebloggerException,30,4,4,0,0,0,-1.0
org.apache.roller.weblogger,TestUtils,481,38,58,2,41,29,0.7631578947368421
org.apache.roller.weblogger.webservices.atomprotocol,EntryCollection,334,9,48,5,1,14,0.0
org.apache.roller.weblogger.webservices.atomprotocol,MediaCollection,429,11,51,5,1,12,0.1818181818181818
org.apache.roller.weblogger.webservices.atomprotocol,RollerAtomHandler,353,25,58,6,3,14,0.32
org.apache.roller.weblogger.webservices.atomprotocol,RollerAtomHandlerFactory,11,1,1,0,0,0,-1.0
org.apache.roller.weblogger.webservices.atomprotocol,RollerAtomService,93,3,11,0,2,8,-1.0
org.apache.roller.weblogger.webservices.oauth,AccessTokenServlet,43,4,6,1,0,2,0.0
org.apache.roller.weblogger.webservices.oauth,AuthorizationServlet,90,5,14,1,0,2,0.0
org.apache.roller.weblogger.webservices.oauth,RequestTokenServlet,48,4,6,1,0,2,0.0
org.apache.roller.weblogger.webservices.opensearch,OpenSearchServlet,65,1,6,0,0,5,-1.0
org.apache.roller.weblogger.webservices.tagdata,TagDataServlet,127,2,19,1,0,9,0.0
org.apache.roller.weblogger.webservices.xmlrpc,BaseAPIHandler,113,4,15,22,0,8,0.75
org.apache.roller.weblogger.webservices.xmlrpc,BloggerAPIHandler,352,9,29,2,0,11,0.2222222222222222
org.apache.roller.weblogger.webservices.xmlrpc,MetaWeblogAPIHandler,347,11,37,2,0,16,0.3636363636363636
org.apache.roller.testing,DerbyJunitExtension,15,2,2,2,0,0,0.0
org.apache.roller.testing,DerbyStartStopper,76,3,5,3,0,1,0.0
org.apache.roller.weblogger.ui,ApplicationResourcesTest,43,4,7,1,0,0,0.5
org.apache.roller.weblogger.ui,UIPluginManagerTest,14,1,1,1,0,2,0.0
org.apache.roller.testutils,DerbyLifeCycle,47,3,3,1,0,0,0.0
org.apache.roller.examples.plugins.pagemodel,AuthenticatedUserModel,23,3,4,2,0,2,0.6666666666666666
org.apache.roller.scripting,BSFRenderer,46,3,5,2,0,0,0.0
org.apache.roller.scripting,BSFRendererFactory,29,1,3,2,0,0,0.0
org.apache.roller.scripting,GroovletRenderer,32,3,3,2,0,1,0.0
org.apache.roller.scripting,GroovletRendererFactory,21,1,3,1,0,2,0.0
org.apache.roller.scripting,GroovyRollerBinding,57,4,13,4,0,0,0.0
org.apache.roller.scripting,GroovyRunner,36,2,4,0,1,1,-1.0
org.apache.roller.scripting,GSPRenderer,45,3,4,4,0,1,0.0
org.apache.roller.scripting,GSPRendererFactory,22,1,3,2,0,2,0.0
org.apache.roller.selenium,AbstractRollerPage,50,9,10,1,0,0,0.0
org.apache.roller.selenium,InitialLoginTestIT,82,6,9,4,0,10,0.3333333333333333
org.apache.roller.selenium.core,CreateWeblogPage,36,8,8,0,1,0,-1.0
org.apache.roller.selenium.core,LoginPage,25,5,5,0,1,0,-1.0
org.apache.roller.selenium.core,MainMenuPage,20,3,3,1,1,0,0.0
org.apache.roller.selenium.core,RegisterPage,44,9,9,0,1,0,-1.0
org.apache.roller.selenium.core,SetupPage,18,3,3,0,1,0,-1.0
org.apache.roller.selenium.core,WelcomePage,13,2,2,0,1,0,-1.0
org.apache.roller.selenium.editor,AbstractEntryPage,18,4,4,0,0,0,-1.0
org.apache.roller.selenium.editor,EntryAddPage,9,1,1,0,1,0,-1.0
org.apache.roller.selenium.editor,EntryEditPage,13,2,2,0,1,0,-1.0
org.apache.roller.selenium.view,BlogHomePage,13,2,2,0,1,0,-1.0
org.apache.roller.selenium.view,SingleBlogEntryPage,16,3,3,0,1,0,-1.0
